position,handedness,name,pitcher,p_throws,lineup_spot,away_team,home_team,status,hours_before,time
3B,S,Brooks Lee,Jose Cabrera,R,7,MIN,ARI,away,4.0,
SS,L,Tristan Gray,Jose Cabrera,R,8,MIN,ARI,away,4.0,
2B,R,L. Keaschall,Jose Cabrera,R,9,MIN,ARI,away,4.0,
2B,S,Ketel Marte,Mike Paredes,R,1,MIN,ARI,home,4.0,
SS,S,G. Perdomo,Mike Paredes,R,2,MIN,ARI,home,4.0,
RF,L,C. Carroll,Mike Paredes,R,3,MIN,ARI,home,4.0,
C,R,G. Moreno,Mike Paredes,R,4,MIN,ARI,home,4.0,
DH,R,L. Gurriel,Mike Paredes,R,5,MIN,ARI,home,4.0,
3B,R,N. Arenado,Mike Paredes,R,6,MIN,ARI,home,4.0,
CF,S,J. Barrosa,Mike Paredes,R,7,MIN,ARI,home,4.0,
1B,L,Pavin Smith,Mike Paredes,R,8,MIN,ARI,home,4.0,
LF,R,Tommy Troy,Mike Paredes,R,9,MIN,ARI,home,4.0,
SS,R,Zach Neto,Jack Perkins,R,1,LAA,ATH,away,5.0,
LF,L,Wade Meckler,Jack Perkins,R,2,LAA,ATH,away,5.0,
2B,R,V. Grissom,Jack Perkins,R,3,LAA,ATH,away,5.0,
RF,R,Jo Adell,Jack Perkins,R,4,LAA,ATH,away,5.0,
1B,L,N. Schanuel,Jack Perkins,R,5,LAA,ATH,away,5.0,
3B,R,D. Guzman,Jack Perkins,R,6,LAA,ATH,away,5.0,
C,R,L. O'Hoppe,Jack Perkins,R,7,LAA,ATH,away,5.0,
DH,L,D. Walton,Jack Perkins,R,8,LAA,ATH,away,5.0,
CF,R,Jose Siri,Jack Perkins,R,9,LAA,ATH,away,5.0,
C,R,S. Langeliers,Reid Detmers,L,1,LAA,ATH,home,5.0,
1B,L,Nick Kurtz,Reid Detmers,L,2,LAA,ATH,home,5.0,
RF,R,Colby Thomas,Reid Detmers,L,3,LAA,ATH,home,5.0,
LF,L,T. Soderstrom,Reid Detmers,L,4,LAA,ATH,home,5.0,
SS,R,Jacob Wilson,Reid Detmers,L,5,LAA,ATH,home,5.0,
2B,R,Zack Gelof,Reid Detmers,L,6,LAA,ATH,home,5.0,
DH,R,Joey Meneses,Reid Detmers,L,7,LAA,ATH,home,5.0,
3B,R,Max Muncy,Reid Detmers,L,8,LAA,ATH,home,5.0,
CF,R,Henry Bolte,Reid Detmers,L,9,LAA,ATH,home,5.0,
C,S,M. Gasper,Logan Gilbert,R,1,BOS,SEA,away,5.0,
CF,R,C. Rafaela,Logan Gilbert,R,2,BOS,SEA,away,5.0,
RF,L,Wilyer Abreu,Logan Gilbert,R,3,BOS,SEA,away,5.0,
1B,R,W. Contreras,Logan Gilbert,R,4,BOS,SEA,away,5.0,
LF,L,Jarren Duran,Logan Gilbert,R,5,BOS,SEA,away,5.0,
3B,R,Caleb Durbin,Logan Gilbert,R,6,BOS,SEA,away,5.0,
DH,L,M. Yoshida,Logan Gilbert,R,7,BOS,SEA,away,5.0,
2B,R,A. Monasterio,Logan Gilbert,R,8,BOS,SEA,away,5.0,
SS,L,M. Mayer,Logan Gilbert,R,9,BOS,SEA,away,5.0,
LF,R,R. Refsnyder,Payton Tolle,L,1,BOS,SEA,home,5.0,
DH,S,Cal Raleigh,Payton Tolle,L,2,BOS,SEA,home,5.0,
CF,R,J. Rodriguez,Payton Tolle,L,3,BOS,SEA,home,5.0,
1B,L,Josh Naylor,Payton Tolle,L,4,BOS,SEA,home,5.0,
C,R,Mitch Garver,Payton Tolle,L,5,BOS,SEA,home,5.0,
2B,L,Cole Young,Payton Tolle,L,6,BOS,SEA,home,5.0,
RF,R,V. Robles,Payton Tolle,L,7,BOS,SEA,home,5.0,
SS,L,Colt Emerson,Payton Tolle,L,8,BOS,SEA,home,5.0,
3B,R,W. Wilson,Payton Tolle,L,9,BOS,SEA,home,5.0,
LF,R,Taylor Ward,Emmet Sheehan,R,1,BAL,LAD,away,5.0,
SS,L,G. Henderson,Emmet Sheehan,R,2,BAL,LAD,away,5.0,
1B,R,Pete Alonso,Emmet Sheehan,R,3,BAL,LAD,away,5.0,
DH,L,S. Basallo,Emmet Sheehan,R,4,BAL,LAD,away,5.0,
RF,S,L. Taveras,Emmet Sheehan,R,5,BAL,LAD,away,5.0,
CF,L,C. Cowser,Emmet Sheehan,R,6,BAL,LAD,away,5.0,
C,R,Sam Huff,Emmet Sheehan,R,7,BAL,LAD,away,5.0,
2B,L,J. Holliday,Emmet Sheehan,R,8,BAL,LAD,away,5.0,
3B,R,B. Alexander,Emmet Sheehan,R,9,BAL,LAD,away,5.0,
DH,L,S. Ohtani,Brandon Young,R,1,BAL,LAD,home,5.0,
CF,R,Andy Pages,Brandon Young,R,2,BAL,LAD,home,5.0,
1B,L,F. Freeman,Brandon Young,R,3,BAL,LAD,home,5.0,
SS,R,Mookie Betts,Brandon Young,R,4,BAL,LAD,home,5.0,
3B,L,Max Muncy,Brandon Young,R,5,BAL,LAD,home,5.0,
RF,L,Kyle Tucker,Brandon Young,R,6,BAL,LAD,home,5.0,
LF,L,Ryan Ward,Brandon Young,R,7,BAL,LAD,home,5.0,
C,L,D. Rushing,Brandon Young,R,8,BAL,LAD,home,5.0,
2B,S,Tommy Edman,Brandon Young,R,9,BAL,LAD,home,5.0,
RF,L,Carson Benge,Zack Wheeler,R,1,NYM,PHI,away,8.0,
SS,R,Bo Bichette,Zack Wheeler,R,2,NYM,PHI,away,8.0,
LF,L,Juan Soto,Zack Wheeler,R,3,NYM,PHI,away,8.0,
1B,L,Jared Young,Zack Wheeler,R,4,NYM,PHI,away,8.0,
CF,L,A.J. Ewing,Zack Wheeler,R,5,NYM,PHI,away,8.0,
2B,R,M. Semien,Zack Wheeler,R,6,NYM,PHI,away,8.0,
3B,L,Brett Baty,Zack Wheeler,R,7,NYM,PHI,away,8.0,
DH,L,MJ Melendez,Zack Wheeler,R,8,NYM,PHI,away,8.0,
C,R,F. Alvarez,Zack Wheeler,R,9,NYM,PHI,away,8.0,
DH,L,K. Schwarber,David Peterson,L,1,NYM,PHI,home,8.0,
SS,R,Trea Turner,David Peterson,L,2,NYM,PHI,home,8.0,
1B,L,Bryce Harper,David Peterson,L,3,NYM,PHI,home,8.0,
LF,L,B. Marsh,David Peterson,L,4,NYM,PHI,home,8.0,
3B,R,Alec Bohm,David Peterson,L,5,NYM,PHI,home,8.0,
2B,L,Bryson Stott,David Peterson,L,6,NYM,PHI,home,8.0,
C,R,J. Realmuto,David Peterson,L,7,NYM,PHI,home,8.0,
RF,L,G. Rincones,David Peterson,L,8,NYM,PHI,home,8.0,
CF,L,J. Crawford,David Peterson,L,9,NYM,PHI,home,8.0,
3B,R,Amed Rosario,Framber Valdez,L,1,NYY,DET,away,0.0,
DH,L,Ben Rice,Framber Valdez,L,2,NYY,DET,away,0.0,
1B,R,P. Goldschmidt,Framber Valdez,L,3,NYY,DET,away,0.0,
CF,L,C. Bellinger,Framber Valdez,L,4,NYY,DET,away,0.0,
SS,R,A. Volpe,Framber Valdez,L,5,NYY,DET,away,0.0,
2B,L,J. Chisholm,Framber Valdez,L,6,NYY,DET,away,0.0,
RF,S,J. Dominguez,Framber Valdez,L,7,NYY,DET,away,0.0,
LF,R,J. Caballero,Framber Valdez,L,8,NYY,DET,away,0.0,
C,R,Ali Sanchez,Framber Valdez,L,9,NYY,DET,away,0.0,
3B,L,K. McGonigle,Gerrit Cole,R,1,NYY,DET,home,0.0,
C,R,D. Dingler,Gerrit Cole,R,2,NYY,DET,home,0.0,
RF,L,K. Carpenter,Gerrit Cole,R,3,NYY,DET,home,0.0,
LF,L,Riley Greene,Gerrit Cole,R,4,NYY,DET,home,0.0,
1B,R,S. Torkelson,Gerrit Cole,R,5,NYY,DET,home,0.0,
DH,L,Colt Keith,Gerrit Cole,R,6,NYY,DET,home,0.0,
CF,L,James Outman,Gerrit Cole,R,7,NYY,DET,home,0.0,
2B,R,Hao-Yu Lee,Gerrit Cole,R,8,NYY,DET,home,0.0,
SS,L,Z. McKinstry,Gerrit Cole,R,9,NYY,DET,home,0.0,
DH,L,Joc Pederson,Tyler Phillips,R,1,TEX,MIA,away,1.0,
CF,R,W. Langford,Tyler Phillips,R,2,TEX,MIA,away,1.0,
3B,R,Josh Jung,Tyler Phillips,R,3,TEX,MIA,away,1.0,
RF,L,B. Nimmo,Tyler Phillips,R,4,TEX,MIA,away,1.0,
1B,R,Jake Burger,Tyler Phillips,R,5,TEX,MIA,away,1.0,
SS,R,E. Duran,Tyler Phillips,R,6,TEX,MIA,away,1.0,
LF,L,A. Osuna,Tyler Phillips,R,7,TEX,MIA,away,1.0,
C,R,Elias Diaz,Tyler Phillips,R,8,TEX,MIA,away,1.0,
2B,L,Nicky Lopez,Tyler Phillips,R,9,TEX,MIA,away,1.0,
LF,R,H. Hernandez,Kumar Rocker,R,1,TEX,MIA,home,1.0,
SS,R,Otto Lopez,Kumar Rocker,R,2,TEX,MIA,home,1.0,
1B,L,Kyle Stowers,Kumar Rocker,R,3,TEX,MIA,home,1.0,
2B,S,X. Edwards,Kumar Rocker,R,4,TEX,MIA,home,1.0,
CF,L,Jakob Marsee,Kumar Rocker,R,5,TEX,MIA,home,1.0,
RF,R,Esteury Ruiz,Kumar Rocker,R,6,TEX,MIA,home,1.0,
DH,L,G. Conine,Kumar Rocker,R,7,TEX,MIA,home,1.0,
3B,R,J. Sanoja,Kumar Rocker,R,8,TEX,MIA,home,1.0,
C,L,Joe Mack,Kumar Rocker,R,9,TEX,MIA,home,1.0,
C,L,C. Jensen,Drew Rasmussen,R,1,KC,TB,away,1.0,
SS,R,M. Garcia,Drew Rasmussen,R,2,KC,TB,away,1.0,
1B,L,J. Caglianone,Drew Rasmussen,R,3,KC,TB,away,1.0,
DH,R,S. Perez,Drew Rasmussen,R,4,KC,TB,away,1.0,
2B,L,M. Massey,Drew Rasmussen,R,5,KC,TB,away,1.0,
CF,R,Lane Thomas,Drew Rasmussen,R,6,KC,TB,away,1.0,
RF,L,John Rave,Drew Rasmussen,R,7,KC,TB,away,1.0,
3B,R,Nick Loftin,Drew Rasmussen,R,8,KC,TB,away,1.0,
LF,S,I. Collins,Drew Rasmussen,R,9,KC,TB,away,1.0,
DH,R,Yandy Diaz,Michael Wacha,R,1,KC,TB,home,1.0,
CF,R,Jonny DeLuca,Michael Wacha,R,2,KC,TB,home,1.0,
1B,L,J. Aranda,Michael Wacha,R,3,KC,TB,home,1.0,
3B,R,J. Caminero,Michael Wacha,R,4,KC,TB,home,1.0,
RF,R,Ryan Vilade,Michael Wacha,R,5,KC,TB,home,1.0,
LF,L,C. Simpson,Michael Wacha,R,6,KC,TB,home,1.0,
SS,R,B. Williamson,Michael Wacha,R,7,KC,TB,home,1.0,
C,R,Nick Fortes,Michael Wacha,R,8,KC,TB,home,1.0,
2B,L,R. Palacios,Michael Wacha,R,9,KC,TB,home,1.0,
SS,R,Trea Turner,Foster Griffin,L,1,PHI,WSH,away,1.0,
DH,L,K. Schwarber,Foster Griffin,L,2,PHI,WSH,away,1.0,
1B,L,Bryce Harper,Foster Griffin,L,3,PHI,WSH,away,1.0,
3B,R,Alec Bohm,Foster Griffin,L,4,PHI,WSH,away,1.0,
LF,R,Edmundo Sosa,Foster Griffin,L,5,PHI,WSH,away,1.0,
RF,L,B. Marsh,Foster Griffin,L,6,PHI,WSH,away,1.0,
CF,R,Derek Hill,Foster Griffin,L,7,PHI,WSH,away,1.0,
2B,L,Bryson Stott,Foster Griffin,L,8,PHI,WSH,away,1.0,
C,S,R. Marchan,Foster Griffin,L,9,PHI,WSH,away,1.0,
RF,L,James Wood,Alan Rangel,R,1,PHI,WSH,home,1.0,
3B,R,Curtis Mead,Alan Rangel,R,2,PHI,WSH,home,1.0,
LF,R,Dylan Crews,Alan Rangel,R,3,PHI,WSH,home,1.0,
SS,L,CJ Abrams,Alan Rangel,R,4,PHI,WSH,home,1.0,
CF,R,Jacob Young,Alan Rangel,R,5,PHI,WSH,home,1.0,
DH,L,Daylen Lile,Alan Rangel,R,6,PHI,WSH,home,1.0,
C,S,Keibert Ruiz,Alan Rangel,R,7,PHI,WSH,home,1.0,
1B,L,Luis Garcia,Alan Rangel,R,8,PHI,WSH,home,1.0,
2B,S,Nasim Nunez,Alan Rangel,R,9,PHI,WSH,home,1.0,
SS,R,Jeremy Pena,Dylan Cease,R,1,HOU,TOR,away,1.0,
LF,L,Y. Alvarez,Dylan Cease,R,2,HOU,TOR,away,1.0,
1B,R,C. Walker,Dylan Cease,R,3,HOU,TOR,away,1.0,
DH,R,I. Paredes,Dylan Cease,R,4,HOU,TOR,away,1.0,
2B,R,Jose Altuve,Dylan Cease,R,5,HOU,TOR,away,1.0,
C,R,Yainer Diaz,Dylan Cease,R,6,HOU,TOR,away,1.0,
RF,L,J. Loperfido,Dylan Cease,R,7,HOU,TOR,away,1.0,
CF,R,Jake Meyers,Dylan Cease,R,8,HOU,TOR,away,1.0,
3B,L,R. Delgado,Dylan Cease,R,9,HOU,TOR,away,1.0,
DH,R,G. Springer,Hunter Brown,R,1,HOU,TOR,home,1.0,
RF,L,Nathan Lukes,Hunter Brown,R,2,HOU,TOR,home,1.0,
1B,R,V. Guerrero,Hunter Brown,R,3,HOU,TOR,home,1.0,
C,R,A. Kirk,Hunter Brown,R,4,HOU,TOR,home,1.0,
CF,L,D. Varsho,Hunter Brown,R,5,HOU,TOR,home,1.0,
3B,R,K. Okamoto,Hunter Brown,R,6,HOU,TOR,home,1.0,
LF,L,J. Sanchez,Hunter Brown,R,7,HOU,TOR,home,1.0,
2B,R,E. Clement,Hunter Brown,R,8,HOU,TOR,home,1.0,
SS,L,A. Gimenez,Hunter Brown,R,9,HOU,TOR,home,1.0,
DH,L,C. Yelich,Brady Singer,R,1,MIL,CIN,away,1.0,
LF,R,J. Chourio,Brady Singer,R,2,MIL,CIN,away,1.0,
2B,L,Brice Turang,Brady Singer,R,3,MIL,CIN,away,1.0,
C,R,W. Contreras,Brady Singer,R,4,MIL,CIN,away,1.0,
1B,L,Jake Bauers,Brady Singer,R,5,MIL,CIN,away,1.0,
CF,L,G. Mitchell,Brady Singer,R,6,MIL,CIN,away,1.0,
RF,L,Sal Frelick,Brady Singer,R,7,MIL,CIN,away,1.0,
SS,R,Joey Ortiz,Brady Singer,R,8,MIL,CIN,away,1.0,
3B,L,D. Hamilton,Brady Singer,R,9,MIL,CIN,away,1.0,
CF,R,Blake Dunn,Brandon Woodruff,R,1,MIL,CIN,home,1.0,
LF,L,JJ Bleday,Brandon Woodruff,R,2,MIL,CIN,home,1.0,
1B,R,Sal Stewart,Brandon Woodruff,R,3,MIL,CIN,home,1.0,
DH,L,N. Lowe,Brandon Woodruff,R,4,MIL,CIN,home,1.0,
2B,R,S. Steer,Brandon Woodruff,R,5,MIL,CIN,home,1.0,
3B,R,E. Suarez,Brandon Woodruff,R,6,MIL,CIN,home,1.0,
RF,R,Noelvi Marte,Brandon Woodruff,R,7,MIL,CIN,home,1.0,
C,R,T. Stephenson,Brandon Woodruff,R,8,MIL,CIN,home,1.0,
SS,R,Matt McLain,Brandon Woodruff,R,9,MIL,CIN,home,1.0,
CF,L,P. Crow-Armstrong,Kodai Senga,R,1,CHC,NYM,away,1.0,
3B,R,Alex Bregman,Kodai Senga,R,2,CHC,NYM,away,1.0,
1B,L,M. Busch,Kodai Senga,R,3,CHC,NYM,away,1.0,
DH,R,Seiya Suzuki,Kodai Senga,R,4,CHC,NYM,away,1.0,
LF,S,Ian Happ,Kodai Senga,R,5,CHC,NYM,away,1.0,
RF,R,Matt Shaw,Kodai Senga,R,6,CHC,NYM,away,1.0,
2B,R,Nico Hoerner,Kodai Senga,R,7,CHC,NYM,away,1.0,
C,R,Carson Kelly,Kodai Senga,R,8,CHC,NYM,away,1.0,
SS,R,D. Swanson,Kodai Senga,R,9,CHC,NYM,away,1.0,
RF,L,Carson Benge,Shota Imanaga,L,1,CHC,NYM,home,1.0,
3B,R,Bo Bichette,Shota Imanaga,L,2,CHC,NYM,home,1.0,
LF,L,Juan Soto,Shota Imanaga,L,3,CHC,NYM,home,1.0,
2B,R,M. Semien,Shota Imanaga,L,4,CHC,NYM,home,1.0,
1B,R,Mark Vientos,Shota Imanaga,L,5,CHC,NYM,home,1.0,
DH,R,Eric Wagaman,Shota Imanaga,L,6,CHC,NYM,home,1.0,
C,R,F. Alvarez,Shota Imanaga,L,7,CHC,NYM,home,1.0,
CF,L,A.J. Ewing,Shota Imanaga,L,8,CHC,NYM,home,1.0,
SS,R,Zack Short,Shota Imanaga,L,9,CHC,NYM,home,1.0,
2B,L,T. Bazzana,Anthony Kay,L,1,CLE,CWS,away,2.0,
LF,R,David Fry,Anthony Kay,L,2,CLE,CWS,away,2.0,
SS,S,B. Rocchio,Anthony Kay,L,3,CLE,CWS,away,2.0,
1B,R,Rhys Hoskins,Anthony Kay,L,4,CLE,CWS,away,2.0,
DH,L,K. Manzardo,Anthony Kay,L,5,CLE,CWS,away,2.0,
3B,R,G. Arias,Anthony Kay,L,6,CLE,CWS,away,2.0,
RF,R,S. Fairchild,Anthony Kay,L,7,CLE,CWS,away,2.0,
C,R,A. Hedges,Anthony Kay,L,8,CLE,CWS,away,2.0,
CF,L,Petey Halpin,Anthony Kay,L,9,CLE,CWS,away,2.0,
LF,L,S. Antonacci,Gavin Williams,R,1,CLE,CWS,home,2.0,
1B,R,M. Vargas,Gavin Williams,R,2,CLE,CWS,home,2.0,
DH,L,A. Benintendi,Gavin Williams,R,3,CLE,CWS,home,2.0,
C,L,Kyle Teel,Gavin Williams,R,4,CLE,CWS,home,2.0,
3B,L,C. Montgomery,Gavin Williams,R,5,CLE,CWS,home,2.0,
2B,R,C. Meidroth,Gavin Williams,R,6,CLE,CWS,home,2.0,
RF,S,B. Montgomery,Gavin Williams,R,7,CLE,CWS,home,2.0,
CF,L,T. Peters,Gavin Williams,R,8,CLE,CWS,home,2.0,
SS,R,L. Acuna,Gavin Williams,R,9,CLE,CWS,home,2.0,
DH,L,S. Ohtani,Zebby Matthews,R,1,LAD,MIN,away,2.0,
CF,R,Andy Pages,Zebby Matthews,R,2,LAD,MIN,away,2.0,
1B,L,F. Freeman,Zebby Matthews,R,3,LAD,MIN,away,2.0,
SS,R,Mookie Betts,Zebby Matthews,R,4,LAD,MIN,away,2.0,
3B,L,Max Muncy,Zebby Matthews,R,5,LAD,MIN,away,2.0,
RF,L,Kyle Tucker,Zebby Matthews,R,6,LAD,MIN,away,2.0,
2B,S,Tommy Edman,Zebby Matthews,R,7,LAD,MIN,away,2.0,
C,L,D. Rushing,Zebby Matthews,R,8,LAD,MIN,away,2.0,
LF,L,Ryan Ward,Zebby Matthews,R,9,LAD,MIN,away,2.0,
LF,L,T. Larnach,Eric Lauer,L,1,LAD,MIN,home,2.0,
CF,R,Byron Buxton,Eric Lauer,L,2,LAD,MIN,home,2.0,
RF,L,Kody Clemens,Eric Lauer,L,3,LAD,MIN,home,2.0,
DH,S,Josh Bell,Eric Lauer,L,4,LAD,MIN,home,2.0,
1B,R,Royce Lewis,Eric Lauer,L,5,LAD,MIN,home,2.0,
C,S,V. Caratini,Eric Lauer,L,6,LAD,MIN,home,2.0,
3B,S,Brooks Lee,Eric Lauer,L,7,LAD,MIN,home,2.0,
2B,R,L. Keaschall,Eric Lauer,L,8,LAD,MIN,home,2.0,
SS,R,R. Kreidler,Eric Lauer,L,9,LAD,MIN,home,2.0,
2B,S,Ketel Marte,Andre Pallante,R,1,ARI,STL,away,2.0,
SS,S,G. Perdomo,Andre Pallante,R,2,ARI,STL,away,2.0,
RF,L,C. Carroll,Andre Pallante,R,3,ARI,STL,away,2.0,
1B,L,Pavin Smith,Andre Pallante,R,4,ARI,STL,away,2.0,
3B,R,N. Arenado,Andre Pallante,R,5,ARI,STL,away,2.0,
C,L,A. Del Castillo,Andre Pallante,R,6,ARI,STL,away,2.0,
DH,R,L. Gurriel,Andre Pallante,R,7,ARI,STL,away,2.0,
LF,R,Tommy Troy,Andre Pallante,R,8,ARI,STL,away,2.0,
CF,R,Tim Tawa,Andre Pallante,R,9,ARI,STL,away,2.0,
2B,L,J. Wetherholt,Merrill Kelly,R,1,ARI,STL,home,2.0,
C,R,Ivan Herrera,Merrill Kelly,R,2,ARI,STL,home,2.0,
1B,L,A. Burleson,Merrill Kelly,R,3,ARI,STL,home,2.0,
RF,R,J. Walker,Merrill Kelly,R,4,ARI,STL,home,2.0,
LF,L,L. Nootbaar,Merrill Kelly,R,5,ARI,STL,home,2.0,
SS,R,Masyn Winn,Merrill Kelly,R,6,ARI,STL,home,2.0,
DH,L,Jimmy Crooks,Merrill Kelly,R,7,ARI,STL,home,2.0,
3B,R,Blaze Jordan,Merrill Kelly,R,8,ARI,STL,home,2.0,
CF,L,N. Church,Merrill Kelly,R,9,ARI,STL,home,2.0,
C,S,M. Gasper,Ryan Feltner,R,1,BOS,COL,away,3.0,
CF,R,C. Rafaela,Ryan Feltner,R,2,BOS,COL,away,3.0,
RF,L,Wilyer Abreu,Ryan Feltner,R,3,BOS,COL,away,3.0,
1B,R,W. Contreras,Ryan Feltner,R,4,BOS,COL,away,3.0,
LF,L,Jarren Duran,Ryan Feltner,R,5,BOS,COL,away,3.0,
3B,R,Caleb Durbin,Ryan Feltner,R,6,BOS,COL,away,3.0,
DH,L,M. Yoshida,Ryan Feltner,R,7,BOS,COL,away,3.0,
2B,L,A. Seigler,Ryan Feltner,R,8,BOS,COL,away,3.0,
SS,L,M. Mayer,Ryan Feltner,R,9,BOS,COL,away,3.0,
2B,S,Willi Castro,Jake Bennett,L,1,BOS,COL,home,3.0,
RF,R,T. Freeman,Jake Bennett,L,2,BOS,COL,home,3.0,
1B,L,TJ Rumfield,Jake Bennett,L,3,BOS,COL,home,3.0,
C,R,H. Goodman,Jake Bennett,L,4,BOS,COL,home,3.0,
CF,S,Cole Carrigg,Jake Bennett,L,5,BOS,COL,home,3.0,
LF,L,J. McCarthy,Jake Bennett,L,6,BOS,COL,home,3.0,
DH,R,B. Fulford,Jake Bennett,L,7,BOS,COL,home,3.0,
SS,R,E. Tovar,Jake Bennett,L,8,BOS,COL,home,3.0,
3B,R,Kyle Karros,Jake Bennett,L,9,BOS,COL,home,3.0,
LF,R,Taylor Ward,Sam Aldegheri,L,1,BAL,LAA,away,4.0,
SS,L,G. Henderson,Sam Aldegheri,L,2,BAL,LAA,away,4.0,
DH,R,Pete Alonso,Sam Aldegheri,L,3,BAL,LAA,away,4.0,
RF,R,T. O'Neill,Sam Aldegheri,L,4,BAL,LAA,away,4.0,
1B,R,Coby Mayo,Sam Aldegheri,L,5,BAL,LAA,away,4.0,
2B,R,J. Jackson,Sam Aldegheri,L,6,BAL,LAA,away,4.0,
3B,R,B. Alexander,Sam Aldegheri,L,7,BAL,LAA,away,4.0,
C,R,Sam Huff,Sam Aldegheri,L,8,BAL,LAA,away,4.0,
CF,S,L. Taveras,Sam Aldegheri,L,9,BAL,LAA,away,4.0,
SS,R,Zach Neto,Kyle Bradish,R,1,BAL,LAA,home,4.0,
1B,L,N. Schanuel,Kyle Bradish,R,2,BAL,LAA,home,4.0,
RF,R,Jo Adell,Kyle Bradish,R,3,BAL,LAA,home,4.0,
DH,R,Jorge Soler,Kyle Bradish,R,4,BAL,LAA,home,4.0,
LF,L,Wade Meckler,Kyle Bradish,R,5,BAL,LAA,home,4.0,
3B,R,D. Guzman,Kyle Bradish,R,6,BAL,LAA,home,4.0,
2B,L,D. Walton,Kyle Bradish,R,7,BAL,LAA,home,4.0,
C,R,L. O'Hoppe,Kyle Bradish,R,8,BAL,LAA,home,4.0,
CF,R,Jose Siri,Kyle Bradish,R,9,BAL,LAA,home,4.0,
C,L,D. Baldwin,Michael King,R,1,ATL,SD,away,4.0,
CF,L,M. Harris,Michael King,R,2,ATL,SD,away,4.0,
1B,L,Matt Olson,Michael King,R,3,ATL,SD,away,4.0,
2B,S,Ozzie Albies,Michael King,R,4,ATL,SD,away,4.0,
DH,L,D. Smith,Michael King,R,5,ATL,SD,away,4.0,
SS,R,M. Dubon,Michael King,R,6,ATL,SD,away,4.0,
3B,R,Austin Riley,Michael King,R,7,ATL,SD,away,4.0,
LF,L,M. Yastrzemski,Michael King,R,8,ATL,SD,away,4.0,
RF,R,Eli White,Michael King,R,9,ATL,SD,away,4.0,
RF,R,F. Tatis,Grant Holmes,R,1,ATL,SD,home,4.0,
LF,R,Samad Taylor,Grant Holmes,R,2,ATL,SD,home,4.0,
CF,L,J. Merrill,Grant Holmes,R,3,ATL,SD,home,4.0,
3B,R,M. Machado,Grant Holmes,R,4,ATL,SD,home,4.0,
1B,L,Gavin Sheets,Grant Holmes,R,5,ATL,SD,home,4.0,
SS,R,X. Bogaerts,Grant Holmes,R,6,ATL,SD,home,4.0,
DH,R,M. Andujar,Grant Holmes,R,7,ATL,SD,home,4.0,
2B,L,Will Wagner,Grant Holmes,R,8,ATL,SD,home,4.0,
C,R,R. Duran,Grant Holmes,R,9,ATL,SD,home,4.0,
2B,R,Jose Altuve,Shane Bieber,R,1,HOU,TOR,away,0.0,
DH,L,Y. Alvarez,Shane Bieber,R,2,HOU,TOR,away,0.0,
1B,R,C. Walker,Shane Bieber,R,3,HOU,TOR,away,0.0,
3B,R,I. Paredes,Shane Bieber,R,4,HOU,TOR,away,0.0,
C,R,Yainer Diaz,Shane Bieber,R,5,HOU,TOR,away,0.0,
RF,R,Cam Smith,Shane Bieber,R,6,HOU,TOR,away,0.0,
LF,L,T. Trammell,Shane Bieber,R,7,HOU,TOR,away,0.0,
CF,R,B. Matthews,Shane Bieber,R,8,HOU,TOR,away,0.0,
SS,L,R. Delgado,Shane Bieber,R,9,HOU,TOR,away,0.0,
DH,R,G. Springer,Peter Lambert,R,1,HOU,TOR,home,0.0,
1B,R,V. Guerrero,Peter Lambert,R,2,HOU,TOR,home,0.0,
LF,L,J. Sanchez,Peter Lambert,R,3,HOU,TOR,home,0.0,
3B,R,K. Okamoto,Peter Lambert,R,4,HOU,TOR,home,0.0,
C,S,B. Valenzuela,Peter Lambert,R,5,HOU,TOR,home,0.0,
CF,L,D. Varsho,Peter Lambert,R,6,HOU,TOR,home,0.0,
2B,R,Luis Urias,Peter Lambert,R,7,HOU,TOR,home,0.0,
RF,R,Myles Straw,Peter Lambert,R,8,HOU,TOR,home,0.0,
SS,L,A. Gimenez,Peter Lambert,R,9,HOU,TOR,home,0.0,
DH,L,Ben Rice,Casey Mize,R,1,NYY,DET,away,2.0,
RF,S,J. Dominguez,Casey Mize,R,2,NYY,DET,away,2.0,
LF,L,C. Bellinger,Casey Mize,R,3,NYY,DET,away,2.0,
1B,R,P. Goldschmidt,Casey Mize,R,4,NYY,DET,away,2.0,
2B,L,J. Chisholm,Casey Mize,R,5,NYY,DET,away,2.0,
CF,L,S. Jones,Casey Mize,R,6,NYY,DET,away,2.0,
3B,R,J. Caballero,Casey Mize,R,7,NYY,DET,away,2.0,
C,L,Austin Wells,Casey Mize,R,8,NYY,DET,away,2.0,
SS,R,A. Volpe,Casey Mize,R,9,NYY,DET,away,2.0,
3B,L,K. McGonigle,Carlos Rodon,L,1,NYY,DET,home,2.0,
C,R,D. Dingler,Carlos Rodon,L,2,NYY,DET,home,2.0,
CF,R,M. Vierling,Carlos Rodon,L,3,NYY,DET,home,2.0,
LF,L,Riley Greene,Carlos Rodon,L,4,NYY,DET,home,2.0,
1B,R,S. Torkelson,Carlos Rodon,L,5,NYY,DET,home,2.0,
DH,R,Jahmai Jones,Carlos Rodon,L,6,NYY,DET,home,2.0,
2B,R,Hao-Yu Lee,Carlos Rodon,L,7,NYY,DET,home,2.0,
SS,L,Z. McKinstry,Carlos Rodon,L,8,NYY,DET,home,2.0,
