stat,pre_split,prior_year,two_years,league_average,correlation,pre_split_bbe,prior_bbe,two_years_bbe,data_points
hr,0.035,0.178,0.233,0.554,0.46,10,100,100,536
swing%,0.211,0.422,0.233,0.135,0.09,10,100,100,536
chase%,0.383,0.231,0.179,0.207,0.26,10,100,100,536
xwobacon,0.166,0.126,0.063,0.645,0.11,25,100,100,462
la,0.773,0.197,0.0,0.03,0.66,25,100,100,462
ev,0.428,0.188,0.171,0.214,0.02,25,100,100,462
gb/fb,0.405,0.162,0.011,0.422,0.94,25,100,100,462
x_move,0.93,0.017,0.048,0.005,0.17,25,100,100,462
z_move,0.933,0.0,0.0,0.067,0.18,25,100,100,462
extension,0.851,0.105,0.018,0.026,0.01,25,100,100,462
velo,0.992,0.0,0.003,0.005,0.01,25,100,100,462
spin_rate,1.0,0.0,0.0,0.0,0.02,25,100,100,462
whiff,0.731,0.094,0.176,0.0,0.29,25,100,100,462
hh,0.287,0.198,0.219,0.296,0.16,25,100,100,462
ld,0.045,0.092,0.034,0.828,0.19,25,100,100,462
barrel,0.22,0.114,0.161,0.505,0.46,25,100,100,462
weak,0.636,0.297,0.0,0.068,0.25,25,100,100,462
hr,0.083,0.204,0.181,0.532,0.44,25,100,100,462
swing%,0.348,0.343,0.214,0.096,0.08,25,100,100,462
chase%,0.653,0.156,0.104,0.086,0.24,25,100,100,462
xwobacon,0.255,0.125,0.091,0.529,0.11,50,100,100,354
la,0.859,0.109,0.0,0.031,0.56,50,100,100,354
ev,0.535,0.163,0.13,0.172,0.02,50,100,100,354
gb/fb,0.389,0.118,0.058,0.435,0.81,50,100,100,354
x_move,0.94,0.005,0.019,0.036,0.11,50,100,100,354
z_move,0.955,0.0,0.0,0.045,0.16,50,100,100,354
extension,0.869,0.091,0.0,0.04,0.01,50,100,100,354
velo,0.997,0.0,0.0,0.002,0.01,50,100,100,354
spin_rate,0.986,0.0,0.0,0.014,0.02,50,100,100,354
whiff,0.83,0.0,0.17,0.0,0.23,50,100,100,354
hh,0.391,0.245,0.12,0.244,0.16,50,100,100,354
ld,0.071,0.063,0.086,0.78,0.2,50,100,100,354
barrel,0.341,0.192,0.074,0.393,0.44,50,100,100,354
weak,0.761,0.089,0.044,0.106,0.21,50,100,100,354
hr,0.149,0.218,0.157,0.476,0.47,50,100,100,354
swing%,0.551,0.186,0.171,0.092,0.08,50,100,100,354
chase%,0.771,0.122,0.108,0.0,0.22,50,100,100,354
xwobacon,0.294,0.153,0.014,0.54,0.11,75,100,100,254
la,0.884,0.102,0.0,0.014,0.54,75,100,100,254
ev,0.605,0.139,0.094,0.162,0.02,75,100,100,254
gb/fb,0.658,0.0,0.072,0.27,0.84,75,100,100,254
x_move,0.959,0.0,0.017,0.025,0.11,75,100,100,254
z_move,0.936,0.0,0.0,0.064,0.17,75,100,100,254
extension,0.924,0.027,0.0,0.049,0.01,75,100,100,254
velo,0.999,0.0,0.001,0.001,0.01,75,100,100,254
spin_rate,0.988,0.0,0.0,0.012,0.02,75,100,100,254
whiff,0.908,0.0,0.092,0.0,0.22,75,100,100,254
hh,0.44,0.227,0.135,0.198,0.16,75,100,100,254
ld,0.193,0.138,0.03,0.639,0.19,75,100,100,254
barrel,0.413,0.063,0.044,0.48,0.46,75,100,100,254
weak,0.773,0.209,0.0,0.018,0.21,75,100,100,254
hr,0.173,0.135,0.167,0.525,0.49,75,100,100,254
swing%,0.687,0.117,0.128,0.068,0.07,75,100,100,254
chase%,0.808,0.092,0.078,0.022,0.21,75,100,100,254
xwobacon,0.38,0.036,0.102,0.482,0.1,100,100,100,159
la,0.912,0.0,0.0,0.088,0.52,100,100,100,159
ev,0.634,0.133,0.134,0.099,0.02,100,100,100,159
gb/fb,0.946,0.0,0.004,0.05,0.86,100,100,100,159
x_move,0.951,0.0,0.017,0.032,0.09,100,100,100,159
z_move,0.967,0.033,0.0,0.0,0.13,100,100,100,159
extension,0.937,0.014,0.0,0.05,0.01,100,100,100,159
velo,1.0,0.0,0.0,0.0,0.01,100,100,100,159
spin_rate,0.997,0.0,0.0,0.003,0.02,100,100,100,159
whiff,0.885,0.0,0.108,0.007,0.19,100,100,100,159
hh,0.532,0.129,0.189,0.15,0.14,100,100,100,159
ld,0.32,0.013,0.006,0.661,0.19,100,100,100,159
barrel,0.422,0.046,0.055,0.477,0.43,100,100,100,159
weak,0.929,0.0,0.035,0.036,0.18,100,100,100,159
hr,0.226,0.083,0.155,0.536,0.51,100,100,100,159
swing%,0.666,0.178,0.042,0.114,0.07,100,100,100,159
chase%,0.785,0.0,0.176,0.038,0.19,100,100,100,159
